family,language,dialect,source,primary.source,poa.narrow,poa.broad,vot.category,vot,voice.contrast,notes,voice,in.ChodroffGoldenWilson2019
Dravidian,Telugu,NA,ReddyEtAl2014,NA,dental,coronal,lead,-110.57,yes,female,voiced,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,NA,dorsal,lead,-103.95,yes,female,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,lead,-107.01,yes,female._/i/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,lead,-143.4,yes,male._/i/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,lead,-101.51,yes,male._/a/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,lead,-101.81,yes,male._/a/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,lead,-126.33,yes,male._/a/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,lead,-117.16,yes,female._/u/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,lead,-123.91,yes,male._/u/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,lead,-113.18,yes,female._/a/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,lead,-122.7,yes,female._/i/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,lead,-134.76,yes,male._/i/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,lead,-107.13,yes,male._/u/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,lead,-104.4,yes,female._/a/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,lead,-113.71,yes,male._/i/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,lead,-116.71,yes,female._/i/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,lead,-110.61,yes,female._/u/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,lead,-90.55,yes,female._/a/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,lead,-116.3,yes,male._/u/,voiced,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,short.lag,26.8,yes,male._/u/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,NA,dorsal,short.lag,47.76,yes,female,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,short.lag,19.63,yes,male._/i/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,short.lag,30.56,yes,male._/u/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,short.lag,17.23,yes,female._/a/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,short.lag,18.58,yes,male._/a/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,short.lag,34.68,yes,male._/i/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,NA,dorsal,short.lag,55.09,yes,male,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,short.lag,18.7,yes,female._/a/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,short.lag,20.2,yes,male._/a/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,short.lag,14.93,yes,female._/i/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,short.lag,65.33,yes,male._/u/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,short.lag,31.89,yes,female._/a/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,short.lag,22.13,yes,female._/i/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,short.lag,58.45,yes,male._/i/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,coronal,short.lag,21.66,yes,female._/u/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,labial,short.lag,28.46,yes,female._/u/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,short.lag,58.96,yes,female._/i/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,short.lag,52.35,yes,female._/u/,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,NA,labial,short.lag,21.67,yes,male,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,dental,coronal,short.lag,28.48,yes,male,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,NA,labial,short.lag,20.2,yes,female,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAl2014,NA,dental,coronal,short.lag,20.83,yes,female,voiceless,yes
Dravidian,Telugu,NA,ReddyEtAlGenderVowel2014,ReddyEtAlGenderVowel2014,NA,dorsal,short.lag,41.5,yes,male._/a/,voiceless,yes
Tai-Kadai,Thai,NA,Inglis2013,LiskerAbramson1964,dental,coronal,long.lag,65,yes,NA,voiceless aspirated,yes
Tai-Kadai,Thai,NA,Inglis2013,LiskerAbramson1964,velar,dorsal,long.lag,100,yes,NA,voiceless aspirated,yes
Tai-Kadai,Thai,NA,Shimizu1989,Shimizu1989,NA,labial,long.lag,73,yes,NA,voiceless aspirated,yes
Tai-Kadai,Thai,NA,Shimizu1989,Shimizu1989,NA,coronal,long.lag,76,yes,NA,voiceless aspirated,yes
Tai-Kadai,Thai,NA,Inglis2013,LiskerAbramson1964,labial,labial,long.lag,64,yes,NA,voiceless aspirated,yes
Tai-Kadai,Thai,NA,Shimizu1989,Shimizu1989,NA,dorsal,long.lag,95,yes,NA,voiceless aspirated,yes
Tai-Kadai,Thai,NA,Inglis2013,LiskerAbramson1964,dental,coronal,short.lag,9,yes,NA,voiceless unaspirated,yes
Tai-Kadai,Thai,NA,Inglis2013,LiskerAbramson1964,velar,dorsal,short.lag,25,yes,NA,voiceless unaspirated,yes
Tai-Kadai,Thai,NA,Inglis2013,LiskerAbramson1964,labial,labial,short.lag,6,yes,NA,voiceless unaspirated,yes
Tai-Kadai,Thai,NA,Shimizu1989,Shimizu1989,NA,labial,short.lag,5,yes,NA,voiceless unaspirated,yes
Tai-Kadai,Thai,NA,Shimizu1989,Shimizu1989,NA,coronal,short.lag,8,yes,NA,voiceless unaspirated,yes
Tai-Kadai,Thai,NA,Shimizu1989,Shimizu1989,NA,dorsal,short.lag,23,yes,NA,voiceless unaspirated,yes
Ticuna,Tikuna,Yari-Tikuna,Carvalho2011,Carvalho2011,NA,labial,lead,-140,yes,CV,voiced,yes
Ticuna,Tikuna,Yari-Tikuna,Carvalho2011,Carvalho2011,NA,dorsal,lead,-131,yes,CV,voiced,yes
Ticuna,Tikuna,Yari-Tikuna,Carvalho2011,Carvalho2011,NA,coronal,lead,-140,yes,CV,voiced,yes
Ticuna,Tikuna,Yari-Tikuna,Carvalho2011,Carvalho2011,NA,dorsal,short.lag,34,yes,CV,voiceless,yes
Ticuna,Tikuna,Yari-Tikuna,Carvalho2011,Carvalho2011,NA,labial,short.lag,6,yes,CV,voiceless,yes
Ticuna,Tikuna,Yari-Tikuna,Carvalho2011,Carvalho2011,NA,coronal,short.lag,10,yes,CV,voiceless,yes
Na-Dene,Tlingit,NA,ChoLadefoged1999,ChoLadefoged1999,dental,coronal,long.lag,120,yes,NA,aspirated,yes
Na-Dene,Tlingit,NA,ChoLadefoged1999,ChoLadefoged1999,velar,dorsal,long.lag,128,yes,NA,aspirated,yes
Na-Dene,Tlingit,NA,ChoLadefoged1999,ChoLadefoged1999,uvular,dorsal,long.lag,128,yes,NA,aspirated,yes
Na-Dene,Tlingit,NA,ChoLadefoged1999,ChoLadefoged1999,alveolar,coronal,short.lag,18,yes,NA,unaspirated,yes
Na-Dene,Tlingit,NA,ChoLadefoged1999,ChoLadefoged1999,velar,dorsal,short.lag,28,yes,NA,unaspirated,yes
Na-Dene,Tlingit,NA,ChoLadefoged1999,ChoLadefoged1999,uvular,dorsal,short.lag,30,yes,NA,unaspirated,yes
Oto-Manguean,Trique,Itunyoso,Dicanio2012,Dicanio2012,velar,dorsal,short.lag,41.22,yes,"initial, monosyll, geminate-like",fortis,no
Oto-Manguean,Trique,Itunyoso,Dicanio2012,Dicanio2012,labiovelar,dorsal,short.lag,40.09,yes,"initial, monosyll, geminate-like",fortis,no
Oto-Manguean,Trique,Itunyoso,Dicanio2012,Dicanio2012,dental,coronal,short.lag,10.53,yes,"initial, monosyll, geminate-like",fortis,no
Oto-Manguean,Trique,Itunyoso,Dicanio2012,Dicanio2012,velar,dorsal,short.lag,34.8,yes,"initial, monosyll",lenis,no
Oto-Manguean,Trique,Itunyoso,Dicanio2012,Dicanio2012,labiovelar,dorsal,short.lag,37.79,yes,"initial, monosyll",lenis,no
Oto-Manguean,Trique,Itunyoso,Dicanio2012,Dicanio2012,dental,coronal,short.lag,13.56,yes,"initial, monosyll",lenis,no
Oto-Manguean,Trique,Itunyoso,Dicanio2012,Dicanio2012,dental,coronal,short.lag,16.71,yes,"initial, disyll",voiceless,no
Oto-Manguean,Trique,Itunyoso,Dicanio2012,Dicanio2012,velar,dorsal,short.lag,34.51,yes,"initial, disyll",voiceless,no
Austronesian,Tsou,NA,ChoLadefoged1999,ChoLadefoged1999,alveolar,coronal,short.lag,17,no,NA,unaspirated,yes
Austronesian,Tsou,NA,ChoLadefoged1999,ChoLadefoged1999,labial,labial,short.lag,11,no,NA,unaspirated,yes
Austronesian,Tsou,NA,ChoLadefoged1999,ChoLadefoged1999,velar,dorsal,short.lag,28,no,NA,unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,long.lag,64,yes,"initial, M1",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,long.lag,77,yes,"initial, M2",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,long.lag,79,yes,"initial, M3",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,long.lag,87,yes,"initial, F2",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,long.lag,50,yes,"initial, F3",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,long.lag,67,yes,"initial, M1",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,long.lag,58,yes,"initial, F1",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,long.lag,78,yes,"initial, M3",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,long.lag,64,yes,"initial, F1",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,long.lag,105,yes,"initial, F2",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,long.lag,94,yes,"initial, M2",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,long.lag,69,yes,"initial, M1",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,long.lag,102,yes,"initial, M2",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,long.lag,74,yes,"initial, M3",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,long.lag,72,yes,"initial, F1",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,long.lag,64,yes,"initial, F2",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,long.lag,57,yes,"initial, M1",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,long.lag,96,yes,"initial, M2",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,long.lag,82,yes,"initial, M3",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,long.lag,74,yes,"initial, F1",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,long.lag,78,yes,"initial, F2",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,long.lag,82,yes,"initial, F3",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,long.lag,107,yes,"initial, M2",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,long.lag,88,yes,"initial, F3",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,long.lag,51,yes,"initial, F1",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,long.lag,75,yes,"initial, F3",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,long.lag,67,yes,"initial, M3",aspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,short.lag,6,yes,"initial, M1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,short.lag,0,yes,"initial, M2",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,short.lag,2,yes,"initial, F1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,short.lag,2,yes,"initial, F2",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,short.lag,3,yes,"initial, F3",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,short.lag,7,yes,"initial, M3",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,short.lag,0,yes,"initial, M2",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,short.lag,5,yes,"initial, M3",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,short.lag,8,yes,"initial, F1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,coronal,short.lag,1,yes,"initial, M1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,short.lag,0,yes,"initial, F1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,labial,short.lag,0,yes,"initial, F3",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,short.lag,5,yes,"initial, M2",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,short.lag,2,yes,"initial, M3",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,short.lag,8,yes,"initial, F1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,short.lag,11,yes,"initial, F2",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,short.lag,10,yes,"initial, F3",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,short.lag,14,yes,"initial, M1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,short.lag,7,yes,"initial, M2",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,NA,dorsal,short.lag,9,yes,"initial, M3",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,short.lag,14,yes,"initial, F1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,short.lag,32,yes,"initial, F2",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,short.lag,17,yes,"initial, F3",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,short.lag,13,yes,"initial, M1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,short.lag,14,yes,"initial, M2",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.dorsal,dorsal,short.lag,13,yes,"initial, M3",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,short.lag,7,yes,"initial, M1",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,short.lag,5,yes,"initial, F2",unaspirated,yes
Niger-Congo,Tswana,Sengwato,Tlale2005,NA,labialized.coronal,coronal,short.lag,2,yes,"initial, F3",unaspirated,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,labial,lead,-54.9,yes,female,voiced,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,labial,lead,-77,yes,male,voiced,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,coronal,lead,-51.8,yes,female,voiced,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,coronal,lead,-54,yes,male,voiced,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,dorsal,lead,-8.3,yes,female,voiced,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,dorsal,lead,-11.2,yes,male,voiced,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,labial,long.lag,45.3,yes,female,voiceless,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,labial,long.lag,36.2,yes,male,voiceless,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,coronal,long.lag,48.6,yes,male,voiceless,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,coronal,long.lag,50.8,yes,female,voiceless,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,dorsal,long.lag,69.8,yes,male,voiceless,yes
Altaic,Turkish,NA,OgutEtAl2006,OgutEtAl2006,NA,dorsal,long.lag,68.9,yes,female,voiceless,yes
Mayan,Tzutujil,NA,Bennett2010,Bennett2010,NA,dorsal,short.lag,31,no,onset,plain,yes
Mayan,Tzutujil,NA,Bennett2010,Bennett2010,NA,dorsal,short.lag,27,no,onset,plain,yes
Mayan,Tzutujil,NA,Bennett2010,Bennett2010,NA,labial,short.lag,12,no,onset,plain,yes
Mayan,Tzutujil,NA,Bennett2010,Bennett2010,NA,coronal,short.lag,17,no,onset,plain,yes
Nakh-Daghestanian,Udi,NA,Ganenkov,Ganenkov,NA,dorsal,long.lag,60,yes,NA,aspirated,yes
Nakh-Daghestanian,Udi,NA,Ganenkov,Ganenkov,NA,labial,long.lag,53,yes,NA,aspirated,yes
Nakh-Daghestanian,Udi,NA,Ganenkov,Ganenkov,NA,coronal,long.lag,54,yes,NA,aspirated,yes
Nakh-Daghestanian,Udi,NA,Ganenkov,Ganenkov,NA,dorsal,long.lag,68,yes,NA,aspirated,yes
Uto-Aztecan,Ute,Southern,Oberly2008,NA,uvular,dorsal,short.lag,7,no,NA,voiceless,yes
Uto-Aztecan,Ute,Southern,Oberly2008,NA,labial,labial,short.lag,6,no,NA,voiceless,yes
Uto-Aztecan,Ute,Southern,Oberly2008,NA,coronal,coronal,short.lag,14,no,NA,voiceless,yes
Uto-Aztecan,Ute,Southern,Oberly2008,NA,dorsal,dorsal,short.lag,29,no,NA,voiceless,yes
Tucanoan,Waimaha,NA,StevensHajek2004,StevensHajek2004,NA,dorsal,long.lag,103,yes,NA,aspirated,yes
Tucanoan,Waimaha,NA,StevensHajek2004,StevensHajek2004,NA,dorsal,long.lag,60,yes,NA,aspirated,yes
Tucanoan,Waimaha,NA,StevensHajek2004,StevensHajek2004,NA,coronal,long.lag,96,yes,NA,aspirated,yes
Tucanoan,Waimaha,NA,StevensHajek2004,StevensHajek2004,NA,dorsal,short.lag,22,yes,NA,unaspirated,yes
Tucanoan,Waimaha,NA,StevensHajek2004,StevensHajek2004,NA,coronal,short.lag,22,yes,NA,unaspirated,yes
Chapacura-Wanham,Wari',NA,ChoLadefoged1999,ChoLadefoged1999,bilabial,labial,short.lag,19,no,NA,unaspirated,yes
Chapacura-Wanham,Wari',NA,ChoLadefoged1999,ChoLadefoged1999,dental,coronal,short.lag,26,no,NA,unaspirated,yes
Chapacura-Wanham,Wari',NA,ChoLadefoged1999,ChoLadefoged1999,velar,dorsal,short.lag,54,no,NA,unaspirated,yes
Pama-Nyungan,Warlpiri,NA,Lo2010,NA,apicoalveolar,coronal,short.lag,25.38,no,NA,voiceless,yes
Pama-Nyungan,Warlpiri,NA,Lo2010,NA,bilabial,labial,short.lag,26.5,no,NA,voiceless,yes
Pama-Nyungan,Warlpiri,NA,Lo2010,NA,laminopalatal,dorsal,short.lag,53.36,no,NA,voiceless,yes
Pama-Nyungan,Warlpiri,NA,Lo2010,NA,retroflex,coronal,short.lag,13.94,no,NA,voiceless,yes
Pama-Nyungan,Warlpiri,NA,Lo2010,NA,dorsovelar,dorsal,short.lag,35.73,no,NA,voiceless,yes
Indo-European,Welsh,Patagonia,Sleeper2016,NA,NA,labial,short.lag,17,yes,NA,voiceless,yes
Indo-European,Welsh,Patagonia,Sleeper2016,NA,NA,coronal,short.lag,40,yes,NA,voiceless,yes
Indo-European,Welsh,Patagonia,Sleeper2016,NA,NA,dorsal,short.lag,36,yes,NA,voiceless,yes
Indo-European,Welsh,Wales,Sleeper2016,NA,NA,coronal,long.lag,55,yes,NA,voiceless,yes
Indo-European,Welsh,Wales,Sleeper2016,NA,NA,dorsal,long.lag,49,yes,NA,voiceless,yes
Indo-European,Welsh,Wales,Sleeper2016,NA,NA,labial,long.lag,31,yes,NA,voiceless,yes
Sino-Tibetan,Wu (Shanghainese),NA,GaoEtAl2011,NA,NA,labial,long.lag,117,yes,NA,aspirated,yes
Sino-Tibetan,Wu (Shanghainese),NA,GaoEtAl2011,NA,NA,coronal,long.lag,101,yes,NA,aspirated,yes
Sino-Tibetan,Wu (Shanghainese),NA,GaoEtAl2011,NA,dental,coronal,short.lag,20,yes,NA,unaspirated,yes
Sino-Tibetan,Wu (Shanghainese),NA,GaoEtAl2011,NA,bilabial,labial,short.lag,10,yes,NA,unaspirated,yes
Niger-Congo,Xhosa,NA,VanderStouwe2009,NA,alveolar,coronal,long.lag,102,yes,NA,aspirated,yes
Niger-Congo,Xhosa,NA,VanderStouwe2009,NA,bilabial,labial,long.lag,92,yes,NA,aspirated,yes
Niger-Congo,Xhosa,NA,VanderStouwe2009,NA,velar,dorsal,long.lag,96,yes,NA,aspirated,yes
Niger-Congo,Xhosa,NA,VanderStouwe2009,NA,palatal,dorsal,long.lag,114,yes,NA,aspirated,yes
Niger-Congo,Xhosa,NA,VanderStouwe2009,NA,bilabial,labial,short.lag,10,yes,NA,voiced,yes
Niger-Congo,Xhosa,NA,VanderStouwe2009,NA,alveolar,coronal,short.lag,11,yes,NA,voiced,yes
Niger-Congo,Xhosa,NA,VanderStouwe2009,NA,palatal,dorsal,short.lag,58,yes,NA,voiced,yes
Niger-Congo,Xhosa,NA,VanderStouwe2009,NA,velar,dorsal,short.lag,-5,yes,NA,voiced,yes
Pama-Nyungan,Yan-Nhangu,NA,Lo2010,NA,laminopalatal,dorsal,short.lag,33.81,yes,NA,voiceless,yes
Pama-Nyungan,Yan-Nhangu,NA,Lo2010,NA,bilabial,labial,short.lag,27.29,yes,NA,voiceless,yes
Pama-Nyungan,Yan-Nhangu,NA,Lo2010,NA,laminodental,coronal,short.lag,26.81,yes,NA,voiceless,yes
Pama-Nyungan,Yan-Nhangu,NA,Lo2010,NA,apicoalveolar,coronal,short.lag,25.17,yes,NA,voiceless,yes
Pama-Nyungan,Yan-Nhangu,NA,Lo2010,NA,retroflex,coronal,short.lag,16.31,yes,NA,voiceless,yes
Pama-Nyungan,Yan-Nhangu,NA,Lo2010,NA,dorsovelar,dorsal,short.lag,29.85,yes,NA,voiceless,yes
Austronesian,Yapese,NA,ChoLadefoged1999,ChoLadefoged1999,alveolar,coronal,short.lag,22,yes,NA,unaspirated,yes
Austronesian,Yapese,NA,ChoLadefoged1999,ChoLadefoged1999,velar,dorsal,short.lag,56,yes,NA,unaspirated,yes
Austronesian,Yapese,NA,ChoLadefoged1999,ChoLadefoged1999,bilabial,labial,short.lag,20,yes,NA,unaspirated,yes
Mayan,Yukateko Maya,NA,BurnettDeas2009,NA,NA,labial,long.lag,25,no,word.initial,voiceless,yes
Mayan,Yukateko Maya,NA,BurnettDeas2009,NA,NA,coronal,long.lag,18,no,word.initial,voiceless,yes
Mayan,Yukateko Maya,NA,BurnettDeas2009,NA,NA,dorsal,long.lag,64,no,word.initial,voiceless,yes
Oto-Manguean,Zapotec (Yalalag),NA,Avelino2004,Avelino2001,NA,labial,short.lag,15,yes,NA,voiceless unaspirated,yes
Oto-Manguean,Zapotec (Yalalag),NA,Avelino2004,Avelino2001,NA,coronal,short.lag,27,yes,NA,voiceless unaspirated,yes
Oto-Manguean,Zapotec (Yalalag),NA,Avelino2004,Avelino2001,plain.velar,dorsal,short.lag,39,yes,NA,voiceless unaspirated,yes
Oto-Manguean,Zapotec (Yalalag),NA,Avelino2004,Avelino2001,labialized.velar,dorsal,short.lag,52,yes,NA,voiceless unaspirated,yes
Oto-Manguean,Zapotec (Yalalag),NA,Avelino2004,Avelino2001,NA,labial,lead,-90,yes,NA,voiced,yes
Oto-Manguean,Zapotec (Yalalag),NA,Avelino2004,Avelino2001,NA,dorsal,lead,-130,yes,NA,voiced,yes
Oto-Manguean,Zapotec (Yalalag),NA,Avelino2004,Avelino2001,NA,coronal,lead,-106,yes,NA,voiced,yes
Niger-Congo,Zulu,NA,Midtlyng,Midtlyng,NA,labial,long.lag,66.56,yes,fast,aspirated,yes
Niger-Congo,Zulu,NA,Midtlyng,Midtlyng,NA,coronal,long.lag,80.2,yes,slow,aspirated,yes
