family,language,dialect,source,primary.source,poa.narrow,poa.broad,vot.category,vot,voice.contrast,notes,voice,in.ChodroffGoldenWilson2019
Indo-European,Hindi,NA,LiskerAbramson1964,LiskerAbramson1964,dental,coronal,short.lag,15,yes,NA,voiceless unaspirated,yes
Indo-European,Hindi,NA,Shimizu1989,Shimizu1989,NA,dorsal,short.lag,34,yes,NA,voiceless unaspirated,yes
Indo-European,Hindi,NA,LiskerAbramson1964,LiskerAbramson1964,velar,dorsal,short.lag,18,yes,NA,voiceless unaspirated,yes
Indo-European,Hindi,NA,PatilRao2016,NA,dental,coronal,short.lag,25,yes,NA,voiceless unaspirated,yes
Indo-European,Hindi,NA,PatilRao2016,NA,velar,dorsal,short.lag,40,yes,NA,voiceless unaspirated,yes
Indo-European,Hindi,NA,Samudravijay2003,NA,NA,coronal,short.lag,23,yes,NA,voiceless unaspirated,yes
Indo-European,Hindi,NA,LiskerAbramson1964,LiskerAbramson1964,labial,labial,lead,-85,yes,NA,voiced unaspirated,yes
Indo-European,Hindi,NA,PatilRao2016,NA,retroflex,coronal,lead,12,yes,lag VOT,voiced unaspirated,yes
Indo-European,Hindi,NA,PatilRao2016,NA,velar,dorsal,lead,38,yes,lag VOT,voiced unaspirated,yes
Indo-European,Hindi,NA,LiskerAbramson1964,LiskerAbramson1964,dental,coronal,lead,-87,yes,NA,voiced unaspirated,yes
Indo-European,Hindi,NA,Shimizu1989,Shimizu1989,NA,dorsal,lead,-121,yes,NA,voiced,yes
Indo-European,Hindi,NA,LiskerAbramson1964,LiskerAbramson1964,velar,dorsal,lead,-63,yes,NA,voiced unaspirated,yes
Indo-European,Hindi,NA,LiskerAbramson1964,LiskerAbramson1964,domal,coronal,lead,-76,yes,NA,voiced unaspirated,yes
Indo-European,Hindi,NA,Shimizu1989,Shimizu1989,NA,labial,lead,-96,yes,NA,voiced,yes
Indo-European,Hindi,NA,Samudravijay2003,NA,NA,coronal,lead,16,yes,NA,voiced unaspirated,yes
Indo-European,Hindi,NA,PatilRao2016,NA,dental,coronal,lead,20,yes,lag VOT,voiced unaspirated,yes
Indo-European,Hindi,NA,Samudravijay2003,NA,palatal,dorsal,lead,47,yes,NA,voiced unaspirated,yes
Indo-European,Hindi,NA,Shimizu1989,Shimizu1989,NA,coronal,lead,-108,yes,NA,voiced,yes
Indo-European,Hindi,NA,Samudravijay2003,NA,velar,dorsal,lead,22,yes,NA,voiced unaspirated,yes
Indo-European,Hindi,NA,Samudravijay2003,NA,NA,labial,lead,15,yes,NA,voiced unaspirated,yes
Indo-European,Hindi,NA,PatilRao2016,NA,labial,labial,lead,12,yes,lag VOT,voiced unaspirated,yes
Indo-European,Hindi,NA,Samudravijay2003,NA,velar,dorsal,short.lag,28,yes,NA,voiceless unaspirated,yes
Indo-European,Hindi,NA,Davis1991,NA,velar,dorsal,lead,11.58,yes,adult,voiced unaspirated,yes
Indo-European,Hindi,NA,Samudravijay2003,NA,retroflex,coronal,lead,14,yes,NA,voiced unaspirated,yes
Sino-Tibetan,Hokkien,Singaporean,Ng2005,NA,bilabial,labial,long.lag,78.68,yes,NA,aspirated,yes
Sino-Tibetan,Hokkien,Singaporean,Ng2005,NA,alveolar,coronal,long.lag,74.75,yes,NA,aspirated,yes
Sino-Tibetan,Hokkien,Singaporean,Ng2005,NA,velar,dorsal,long.lag,79.37,yes,NA,aspirated,yes
Sino-Tibetan,Hokkien,Singaporean,Ng2005,NA,bilabial,labial,short.lag,2.25,yes,NA,unaspirated,yes
Sino-Tibetan,Hokkien,Singaporean,Ng2005,NA,alveolar,coronal,short.lag,3.13,yes,NA,unaspirated,yes
Sino-Tibetan,Hokkien,Singaporean,Ng2005,NA,velar,dorsal,short.lag,14.15,yes,NA,unaspirated,yes
Uralic,Hungarian,NA,Gosy2001,NA,NA,labial,short.lag,24,yes,in isolated syllables,voiceless,yes
Uralic,Hungarian,NA,Gosy2001,NA,NA,coronal,short.lag,25,yes,in isolated syllables,voiceless,yes
Uralic,Hungarian,NA,Gosy2001,NA,NA,dorsal,short.lag,51,yes,in isolated syllables,voiceless,yes
Uralic,Hungarian,NA,GosyRingen,GosyRingen,NA,dorsal,short.lag,37.6,yes,#_V,fortis,yes
Uralic,Hungarian,NA,Sokolovic-Perovic,Gosy2001,NA,labial,short.lag,25,yes,in isolated words,voiceless,yes
Uralic,Hungarian,NA,LiskerAbramson1964,LiskerAbramson1964,labial,labial,short.lag,2,yes,NA,fortis,yes
Uralic,Hungarian,NA,Sokolovic-Perovic,Gosy2001,NA,dorsal,short.lag,50,yes,in isolated words,voiceless,yes
Uralic,Hungarian,NA,LiskerAbramson1964,LiskerAbramson1964,velar,dorsal,short.lag,29,yes,NA,fortis,yes
Uralic,Hungarian,NA,Troselj,NA,NA,coronal,short.lag,19,yes,"monolingual, L1: Hungarian",voiceless,yes
Uralic,Hungarian,NA,Sokolovic-Perovic,Gosy2001,NA,coronal,short.lag,23,yes,in isolated words,voiceless,yes
Uralic,Hungarian,NA,Troselj,NA,NA,labial,short.lag,16,yes,"monolingual, L1: Hungarian",voiceless,yes
Uralic,Hungarian,NA,GosyRingen,GosyRingen,NA,coronal,lead,-95.1,yes,#_V,lenis,yes
Uralic,Hungarian,NA,GosyRingen,GosyRingen,NA,labial,short.lag,9.7,yes,#_V,fortis,yes
Uralic,Hungarian,NA,Troselj,NA,NA,dorsal,short.lag,40,yes,"monolingual, L1: Hungarian",voiceless,yes
Uralic,Hungarian,NA,GosyRingen,GosyRingen,NA,coronal,short.lag,16,yes,#_V,fortis,yes
Uralic,Hungarian,NA,LiskerAbramson1964,LiskerAbramson1964,dental,coronal,short.lag,16,yes,NA,fortis,yes
Uralic,Hungarian,NA,GosyRingen,GosyRingen,NA,dorsal,lead,-89.6,yes,#_V,lenis,yes
Uralic,Hungarian,NA,GosyRingen,GosyRingen,NA,labial,lead,-94.6,yes,#_V,lenis,yes
Na-Dene,Hupa,NA,ChoLadefoged1999,ChoLadefoged1999,bilabial,labial,short.lag,11,yes,NA,unaspirated,yes
Na-Dene,Hupa,NA,ChoLadefoged1999,ChoLadefoged1999,dental,coronal,short.lag,16,yes,NA,unaspirated,yes
Na-Dene,Hupa,NA,ChoLadefoged1999,ChoLadefoged1999,dental,coronal,long.lag,82,yes,NA,aspirated,yes
Na-Dene,Hupa,NA,ChoLadefoged1999,ChoLadefoged1999,velar,dorsal,long.lag,84,yes,NA,aspirated,yes
Na-Dene,Hupa,NA,ChoLadefoged1999,ChoLadefoged1999,velar,dorsal,short.lag,44,yes,NA,unaspirated,yes
Na-Dene,Hupa,NA,ChoLadefoged1999,ChoLadefoged1999,uvular,dorsal,short.lag,27,yes,NA,unaspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Einarsson1927,bilabial,labial,long.lag,59,yes,NA,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Einarsson1927,alveolar,coronal,long.lag,70,yes,NA,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Einarsson1927,velar,dorsal,long.lag,50,yes,NA,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Einarsson1927,palatal,dorsal,long.lag,59,yes,NA,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,IndridasonEtAl1991,bilabial,labial,long.lag,44,yes,ND speaker,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,IndridasonEtAl1991,alveolar,coronal,long.lag,50,yes,ND speaker,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Heimisdottir2015,NA,dorsal,long.lag,62,yes,ND speaker,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Heimisdottir2015,NA,labial,short.lag,12,yes,ND speaker,voiceless unaspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Heimisdottir2015,NA,coronal,short.lag,17,yes,ND speaker,voiceless unaspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Heimisdottir2015,NA,dorsal,short.lag,27,yes,ND speaker,voiceless unaspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,IndridasonEtAl1991,bilabial,labial,long.lag,33,yes,SD speaker,voiceless aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,IndridasonEtAl1991,alveolar,coronal,long.lag,34,yes,SD speaker,voiceless aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,IndridasonEtAl1991,velar,dorsal,long.lag,41,yes,SD speaker,voiceless aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,IndridasonEtAl1991,palatal,dorsal,long.lag,51,yes,SD speaker,voiceless aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,Heimisdottir2015,NA,labial,long.lag,66,yes,SD speaker,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,IndridasonEtAl1991,velar,dorsal,long.lag,63,yes,ND speaker,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,IndridasonEtAl1991,palatal,dorsal,long.lag,81,yes,ND speaker,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Heimisdottir2015,NA,labial,long.lag,45,yes,ND speaker,voiceless aspirated,yes
Indo-European,Icelandic,Northern Dialect,Heimisdottir2015,Heimisdottir2015,NA,coronal,long.lag,53,yes,ND speaker,voiceless aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,labial,long.lag,45,yes,"word.initial, faster.rate",aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,labial,long.lag,66,yes,"word.initial, normal.rate",aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,dorsal,long.lag,62,yes,"word.initial, faster.rate",aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,coronal,long.lag,53,yes,"word.initial, faster.rate",aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,Heimisdottir2015,NA,coronal,short.lag,17,yes,SD speaker,voiceless unaspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,Heimisdottir2015,NA,dorsal,short.lag,28,yes,SD speaker,voiceless unaspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,Heimisdottir2015,NA,labial,short.lag,12,yes,SD speaker,voiceless unaspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,labial,short.lag,12,yes,"word.initial, normal.rate",unaspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,coronal,short.lag,17,yes,"word.initial, normal.rate",unaspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,Heimisdottir2015,NA,coronal,long.lag,71,yes,SD speaker,voiceless aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,Heimisdottir2015,NA,dorsal,long.lag,83,yes,SD speaker,voiceless aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,coronal,long.lag,71,yes,"word.initial, normal.rate",aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,dorsal,long.lag,83,yes,"word.initial, normal.rate",aspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,dorsal,short.lag,27,yes,"word.initial, faster.rate",unaspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,coronal,short.lag,17,yes,"word.initial, faster.rate",unaspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,dorsal,short.lag,28,yes,"word.initial, normal.rate",unaspirated,yes
Indo-European,Icelandic,Southern Dialect,Heimisdottir2015,NA,NA,labial,short.lag,12,yes,"word.initial, faster.rate",unaspirated,yes
Niger-Congo,Igbo,NA,Nkamigbo,Nkamigbo,NA,dorsal,short.lag,32,yes,NA,voiceless,yes
Niger-Congo,Igbo,NA,Nkamigbo,Nkamigbo,NA,labial,short.lag,19,yes,NA,voiceless,yes
Niger-Congo,Igbo,NA,Nkamigbo,Nkamigbo,NA,coronal,short.lag,18,yes,NA,voiceless,yes
Indo-European,Italian,Calabrian,Nodari,NA,NA,labial,short.lag,13.1,yes,"singleton stops, not clear whether word-initial or word-medial",voiceless,yes
Indo-European,Italian,Calabrian,Nodari,NA,NA,coronal,short.lag,17.6,yes,"singleton stops, not clear whether word-initial or word-medial",voiceless,yes
Indo-European,Italian,Calabrian,Nodari,NA,NA,dorsal,short.lag,19.2,yes,"singleton stops, not clear whether word-initial or word-medial",voiceless,yes
Indo-European,Italian,NA,MayrMontanari2015,BortoliniEtAl1995,NA,labial,lead,-74,yes,NA,voiced,yes
Indo-European,Italian,NA,MayrMontanari2015,MayrMontanari2015,NA,labial,lead,-100,yes,NA,voiced,yes
Indo-European,Italian,NA,MayrMontanari2015,BortoliniEtAl1995,NA,coronal,lead,-80,yes,NA,voiced,yes
Indo-European,Italian,NA,MayrMontanari2015,MayrMontanari2015,NA,dorsal,lead,-105,yes,NA,voiced,yes
Indo-European,Italian,NA,MayrMontanari2015,MayrMontanari2015,NA,coronal,lead,-100,yes,NA,voiced,yes
Indo-European,Italian,NA,MayrMontanari2015,BortoliniEtAl1995,NA,dorsal,lead,-67,yes,NA,voiced,yes
Indo-European,Italian,NA,MayrMontanari2015,BortoliniEtAl1995,NA,coronal,short.lag,19,yes,NA,voiceless,yes
Indo-European,Italian,NA,MayrMontanari2015,VaggesEtAl1978,NA,coronal,short.lag,17,yes,NA,voiceless,yes
Indo-European,Italian,NA,MayrMontanari2015,BortoliniEtAl1995,NA,dorsal,short.lag,34,yes,NA,voiceless,yes
Indo-European,Italian,NA,MayrMontanari2015,VaggesEtAl1978,NA,dorsal,short.lag,30,yes,NA,voiceless,yes
Indo-European,Italian,NA,Coretta2019,NA,coronal,coronal,short.lag,18.06,yes,"initial, disyllabic",voiceless,no
Indo-European,Italian,NA,MayrMontanari2015,BortoliniEtAl1995,NA,labial,short.lag,11,yes,NA,voiceless,yes
Indo-European,Italian,NA,Coretta2019,NA,dorsal,dorsal,short.lag,37.75,yes,"initial, disyllabic",voiceless,no
Indo-European,Italian,NA,MayrMontanari2015,VaggesEtAl1978,NA,labial,short.lag,12,yes,NA,voiceless,yes
Indo-European,Italian,NA,Coretta2019,NA,labial,labial,short.lag,13.14,yes,"initial, disyllabic",voiceless,no
Mayan,Itzaj Maya,NA,BurnettDeas2009,NA,NA,labial,short.lag,24,no,word.initial,voiceless,yes
Mayan,Itzaj Maya,NA,BurnettDeas2009,NA,NA,coronal,short.lag,26,no,word.initial,voiceless,yes
Mayan,Itzaj Maya,NA,BurnettDeas2009,NA,NA,dorsal,short.lag,42,no,word.initial,voiceless,yes
Japanese,Japanese,NA,Shimizu1989,Shimizu1989,NA,coronal,lead,-58,yes,NA,voiced,yes
Japanese,Japanese,NA,JohnsonWilson2002,Homma1981,NA,coronal,long.lag,32,yes,NA,voiceless,yes
Japanese,Japanese,NA,JohnsonWilson2002,Homma1981,NA,labial,long.lag,27,yes,NA,voiceless,yes
Japanese,Japanese,NA,RineyEtAl2007,NA,bilabial,labial,long.lag,30,yes,NA,voiceless,yes
Japanese,Japanese,NA,JohnsonWilson2002,Homma1981,NA,dorsal,long.lag,53,yes,NA,voiceless,yes
Japanese,Japanese,NA,Shimizu1989,Shimizu1989,NA,coronal,long.lag,27,yes,NA,voiceless,yes
Japanese,Japanese,NA,RineyEtAl2007,NA,dorsal,dorsal,long.lag,56.7,yes,NA,voiceless,yes
Japanese,Japanese,NA,Shimizu1989,Shimizu1989,NA,labial,long.lag,44,yes,NA,voiceless,yes
Japanese,Japanese,NA,RineyEtAl2007,NA,coronal,coronal,long.lag,28.5,yes,NA,voiceless,yes
Japanese,Japanese,NA,Shimizu1989,Shimizu1989,NA,dorsal,long.lag,68,yes,NA,voiceless,yes
Japanese,Japanese,NA,JohnsonWilson2002,Homma1981,velar,dorsal,lead,14,yes,NA,voiced,yes
Japanese,Japanese,NA,JohnsonWilson2002,Homma1981,dental,coronal,lead,-35,yes,NA,voiced,yes
Japanese,Japanese,NA,Shimizu1989,Shimizu1989,NA,dorsal,lead,-64,yes,NA,voiced,yes
Japanese,Japanese,NA,Shimizu1989,Shimizu1989,NA,labial,lead,-72,yes,NA,voiced,yes
Northwest Caucasian,Kabardian,Turkish,GordonApplebaum2006,NA,NA,dorsal,long.lag,67,yes,word.initial,aspirated,yes
Northwest Caucasian,Kabardian,Turkish,GordonApplebaum2006,NA,labialized.velar,dorsal,lead,-16,yes,word.initial,voiced,yes
Northwest Caucasian,Kabardian,Turkish,GordonApplebaum2006,NA,NA,labial,lead,-38,yes,word.initial,voiced,yes
Northwest Caucasian,Kabardian,Turkish,GordonApplebaum2006,NA,NA,coronal,lead,-18,yes,word.initial,voiced,yes
Northwest Caucasian,Kabardian,Turkish,GordonApplebaum2006,NA,palatalized.velar,dorsal,lead,-34,yes,word.initial,voiced,yes
Northwest Caucasian,Kabardian,Turkish,GordonApplebaum2006,NA,labialized.velar,dorsal,long.lag,75,yes,word.initial,aspirated,yes
Northwest Caucasian,Kabardian,Turkish,GordonApplebaum2006,NA,NA,labial,long.lag,36,yes,word.initial,aspirated,yes
Northwest Caucasian,Kabardian,Turkish,GordonApplebaum2006,NA,uvular.labialized,dorsal,long.lag,73,yes,word.initial,aspirated,yes
Northwest Caucasian,Kabardian,Turkish,GordonApplebaum2006,NA,NA,coronal,long.lag,51,yes,word.initial,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,long.lag,74,yes,Female1,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,long.lag,80,yes,Female3,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,long.lag,68,yes,Female1,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,long.lag,65,yes,Female2,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,long.lag,130,yes,Female3,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,long.lag,84,yes,Male1,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,long.lag,86,yes,Male3,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,long.lag,143,yes,Male3,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,long.lag,75,yes,Female3,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,long.lag,73,yes,Male1,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,long.lag,69,yes,Male2,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,long.lag,119,yes,Female1,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,long.lag,70,yes,Female2,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,long.lag,92,yes,Male3,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,long.lag,86,yes,Female2,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,long.lag,70,yes,Male1,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,long.lag,80,yes,Female2,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,long.lag,90,yes,Female3,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,long.lag,66,yes,Female1,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,long.lag,59,yes,Male2,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,short.lag,10,yes,Female1,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,short.lag,15,yes,Male2,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,short.lag,12,yes,Female2,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,short.lag,15,yes,Female3,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,short.lag,18,yes,Male1,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,short.lag,33,yes,Female1,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,short.lag,14,yes,Male3,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,long.lag,55,yes,Male2,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,long.lag,98,yes,Male3,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,long.lag,65,yes,Male1,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,long.lag,68,yes,Male2,aspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,short.lag,30,yes,Male2,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,short.lag,43,yes,Male3,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,short.lag,25,yes,Female2,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,short.lag,19,yes,Male1,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,short.lag,11,yes,Female1,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,short.lag,14,yes,Male3,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,short.lag,37,yes,Female1,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,short.lag,30,yes,Female3,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,short.lag,15,yes,Male2,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,short.lag,30,yes,Female3,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,palatal,dorsal,short.lag,40,yes,Male1,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,short.lag,29,yes,Female2,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,short.lag,33,yes,Male1,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,lead,-53,yes,Female1,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,lead,-29,yes,Male2,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,lead,-40,yes,Female2,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,lead,-70,yes,Female3,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,lead,-59,yes,Male1,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,lead,-58,yes,Male3,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,lead,-80,yes,Female2,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,lead,-60,yes,Female3,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,lead,-54,yes,Male1,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,lead,-59,yes,Male2,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,lead,-69,yes,Male3,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,bilabial,labial,lead,-86,yes,Female1,voiced,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,short.lag,29,yes,Male2,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,velar,dorsal,short.lag,24,yes,Male3,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,short.lag,15,yes,Female2,unaspirated,yes
Sino-Tibetan,Karen (Sgaw),NA,Rattanaporn2012,Rattanaporn2012,dental,coronal,short.lag,16,yes,Female3,unaspirated,yes
Tangkic,Kayardild,NA,Lo2010,NA,laminodental,coronal,short.lag,18.89,no,NA,voiceless,yes
Tangkic,Kayardild,NA,Lo2010,NA,dorsovelar,dorsal,short.lag,29.38,no,NA,voiceless,yes
Tangkic,Kayardild,NA,Lo2010,NA,bilabial,labial,short.lag,22.53,no,NA,voiceless,yes
Tangkic,Kayardild,NA,Lo2010,NA,apicoalveolar,coronal,short.lag,27.02,no,NA,voiceless,yes
Tangkic,Kayardild,NA,Lo2010,NA,retroflex,coronal,short.lag,31.5,no,NA,voiceless,yes
Tangkic,Kayardild,NA,Lo2010,NA,laminopalatal,dorsal,short.lag,30.6,no,NA,voiceless,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,dental,coronal,long.lag,70,yes,frame sentence,aspirated,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,velar,dorsal,long.lag,108,yes,frame sentence,aspirated,yes
Sino-Tibetan,Khonoma Angami,NA,BlankenshipEtAl1993,NA,bilabial,labial,long.lag,83,yes,frame sentence,aspirated,yes
Sino-Tibetan,Khonoma Angami,NA,ChoLadefoged1999,BlankenshipEtAl1992,bilabial,labial,long.lag,83,yes,NA,aspirated,yes
Sino-Tibetan,Khonoma Angami,NA,ChoLadefoged1999,BlankenshipEtAl1992,dental,coronal,long.lag,55,yes,NA,aspirated,yes
